num,subset,SMILES,lambda,t12,logt12,solvent,E (J),E (eV),mol
256,5,c1(N=Nc2nc3c(cccc3)s2)ccccc1NC(=O)C,331,,,,6.00543806646526E-19,3.7482996187955,c1(N=Nc2nc3c(cccc3)s2)ccccc1NC(=O)C
601,1,c1cc(ccc1N=Nc2ccc(cc2)N(C)C)NC(=O)C,431,,,ethanol,4.61206496519722E-19,2.8786245332281,c1cc(ccc1N=Nc1ccc(cc1)N(C)C)NC(=O)C
213,2,O=S(=O)(C)OCCNc1c(C#N)cc(N=Nc2c([N+]([O-])=O)cc(cc2Br)[N+]([O-])=O)s1,591,,,ethanol,3.36345177664975E-19,2.09930147854706,O=S(=O)(C)OCCNc1c(C#N)cc(N=Nc2c([N+]([O-])=O)cc(cc2Br)[N+]([O-])=O)s1
26,1,C(CO)N(CCO)c1ccc(N=Nc2ccc(cc2)OC)c(c1)C,414,,,ethanol,4.80144927536232E-19,2.9968289222737,C(CO)N(CCO)c1ccc(N=Nc2ccc(cc2)OC)c(c1)C
672,1,c1cc(ccc1OC)N=Nc2ccc(O)cc2O,388,,,ethanol,5.12319587628866E-19,3.19764735520956,c1cc(ccc1OC)N=Nc1ccc(O)cc1O
724,2,c1ccccc1-c2cc(N3CC3)sc2N=Nc4c(cc([N+]([O-])=O)cc4[N+](=O)[O-])Br,585,,,ethanol,3.39794871794872E-19,2.12083277576292,c1ccccc1-c1c(sc(N2CC2)c1)N=Nc1c([N+](=O)[O-])cc([N+]([O-])=O)cc1Br
463,1,c1cc(ccc1F)N=Nc2ccc(NCCC#N)cc2C,398,,,ethanol,4.99447236180905E-19,3.11730445683746,c1cc(ccc1F)N=Nc1ccc(NCCC#N)cc1C
615,5,c1cc(ccc1N=Nc2ccc(cc2)[N+](=O)[O-])N,441,,,,4.50748299319728E-19,2.81334960050184,c1cc(ccc1N=Nc1ccc(cc1)[N+](=O)[O-])N
324,3,c1c(F)c(c(cc1)F)N=Nc2c(C)onc2C,309,,,acetonitrile,6.43300970873786E-19,4.01516884731816,c1c(F)c(c(cc1)F)N=Nc1c(C)onc1C
5,5,C(C)N(CC)c1c(OC)cc(cc1)N=Nc2ccc([N+]([O-])=O)cc2Cl,518,,,,3.83745173745174E-19,2.39514898421102,C(C)N(CC)c1c(OC)cc(cc1)N=Nc1ccc([N+]([O-])=O)cc1Cl
620,1,c1cc(ccc1N=Nc2ccc(cc2C)N(CCO)CCO)C,416,,,ethanol,4.77836538461539E-19,2.98242109091661,c1cc(ccc1N=Nc1ccc(cc1C)N(CCO)CCO)C
353,1,c1cc(N=Nc2ccccc2Cl)c(cc1N(CCO)CCC#N)C,412,,,ethanol,4.8247572815534E-19,3.01137663548862,c1cc(N=Nc2ccccc2Cl)c(cc1N(CCO)CCC#N)C
698,5,c1cc(ccc1[N+]([O-])=O)N=Nc2ccc(O)c(c2)C(O)=O,385,,,,5.16311688311688E-19,3.22256408784756,c1cc(ccc1[N+]([O-])=O)N=Nc1ccc(O)c(c1)C(O)=O
597,5,c1cc(ccc1N=Nc2ccc(cc2)F)F,325,,,,6.11630769230769E-19,3.81749899637326,c1cc(ccc1N=Nc1ccc(cc1)F)F
748,4,c1ccccc1N=Nc2c(C)cn(C)n2,325,501120,5.69994173604183,acetonitrile,6.11630769230769E-19,3.81749899637326,c1ccccc1N=Nc1c(C)cn(C)n1
432,5,c1cc(ccc1C(=O)O)N=Nc2n[nH]cc2,328,,,,6.06036585365854E-19,3.78258284701619,c1cc(ccc1C(=O)O)N=Nc1n[nH]cc1
384,1,c1cc(ccc1)N=Nc2ccc(cc2)N(CCC#N)CCO,397,,,ethanol,5.00705289672544E-19,3.12515660912169,c1cc(ccc1)N=Nc1ccc(cc1)N(CCC#N)CCO
385,1,c1cc(ccc1)N=Nc2ccc(cc2)N(CCO)CCO,407,,,ethanol,4.88402948402948E-19,3.04837143445039,c1cc(ccc1)N=Nc1ccc(cc1)N(CCO)CCO
689,5,c1cc(ccc1[N+](=O)[O-])S(=O)(=O)c2sc(nc2)N=Nc3ccc(c4ncccc34)O,491,,,,4.04847250509165E-19,2.52685778782344,c1cc(ccc1[N+](=O)[O-])S(=O)(=O)c1sc(nc1)N=Nc1ccc(c2ncccc12)O
136,5,Clc1cccc(Cl)c1N=Nc2c(nn(c2C)C)C,328,99712.2302158273,4.99874843002169,acetonitrile,6.06036585365854E-19,3.78258284701619,Clc1cccc(Cl)c1N=Nc1c(nn(c1C)C)C
82,2,CC(C)(C)c1ccc(c(c1)N=Nc2nnc(s2)C)O,430,,,ethanol,4.62279069767442E-19,2.88531900888677,CC(C)(C)c1ccc(c(c1)N=Nc1nnc(s1)C)O
417,5,c1cc(ccc1C#N)N=Nc2ccc(c3ncccc23)O,413,,,,4.81307506053269E-19,3.00408516663756,c1cc(ccc1C#N)N=Nc1ccc(c2ncccc12)O
520,2,c1cc(ccc1N=NC=2C(N(C)C(N(C)C=2N)=O)=O)C,364,,,ethanol,5.46098901098901E-19,3.40848124676184,c1cc(ccc1N=NC=1C(N(C)C(N(C)C=1N)=O)=O)C
656,5,c1cc(ccc1NCCC#N)N=Nc2ccccc2F,404,,,,4.92029702970297E-19,3.07100785599334,c1cc(ccc1NCCC#N)N=Nc1ccccc1F
723,5,c1ccccc1-c2c(N=Nc3scnn3)c4ccccc4n2C,431,,,,4.61206496519722E-19,2.8786245332281,c1ccccc1-c1c(N=Nc2scnn2)c2ccccc2n1C
693,5,c1cc(ccc1[N+]([O-])=O)N=Nc2c(cc(cc2)N(CCC#N)CCO)C,461,,,,4.3119305856833E-19,2.69129538789872,c1cc(ccc1[N+]([O-])=O)N=Nc1c(cc(cc1)N(CCC#N)CCO)C
459,5,c1cc(ccc1Cl)N=Nc2sc3cc(ccc3n2)[N+]([O-])=O,346,,,,5.74508670520231E-19,3.58580108040841,c1cc(ccc1Cl)N=Nc1sc2cc(ccc2n1)[N+]([O-])=O
56,1,C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)Cl,461,,,ethanol,4.3119305856833E-19,2.69129538789872,C1CCc2cc(cc3CCCN1c23)N=Nc1ccc(cc1)Cl
570,1,c1cc(ccc1N=Nc2cc3CCCN4CCCc(c2)c34)C,446,,,ethanol,4.45695067264574E-19,2.78180980677424,c1cc(ccc1N=Nc1cc2CCCN3CCCc(c1)c23)C
197,4,Fc1cccc(c1)N=Nc2c(C)n[nH]c2C,334,123840,5.09286094333882,acetonitrile,5.95149700598802E-19,3.71463225695003,Fc1cccc(c1)N=Nc1c(C)n[nH]c1C
467,5,c1cc(ccc1I)N=Nc2sc3cc(ccc3n2)[N+]([O-])=O,368,,,,5.40163043478261E-19,3.37143253755791,c1cc(ccc1I)N=Nc1sc2cc(ccc2n1)[N+]([O-])=O
349,5,c1c2c(ccc1)nc(N=Nc3sc4ccccc4n3)s2,421,,,,4.72161520190024E-19,2.94700041287722,c1c2c(ccc1)nc(N=Nc1sc3ccccc3n1)s2
159,2,FC(F)(F)c1cc(ccc1N=Nc2sc(N3CC3)c(c2-c4ccccc4)C(OCC)=O)[N+]([O-])=O,536,,,ethanol,3.70858208955224E-19,2.3147148765323,FC(F)(F)c1cc(ccc1N=Nc1c(c(C(OCC)=O)c(N2CC2)s1)-c1ccccc1)[N+](=O)[O-]
203,2,N(CCCOC)C1=C(C(=C(C#N)C(N1CC)=O)C)N=Nc2c(c(ccc2)C)C,399,,,ethanol,4.98195488721805E-19,3.10949166371256,C1(=C(N(C(C(=C1C)C#N)=O)CC)NCCCOC)N=Nc1c(C)c(C)ccc1
225,2,O=S(=O)(OCCNc1c(c(c(N=Nc2c(C#N)cc([N+](=O)[O-])cc2Br)s1)C)C#N)C,584,,,ethanol,3.40376712328767E-19,2.12446433873512,O=S(=O)(OCCNc1c(c(c(N=Nc2c(C#N)cc([N+](=O)[O-])cc2Br)s1)C)C#N)C
226,2,O=S(=O)(OCCNc1c(cc(N=Nc2c(cc(cc2C#N)[N+](=O)[O-]))s1)C#N)C,592,,,ethanol,3.35777027027027E-19,2.09575536118465,O=S(=O)(OCCNc1sc(N=Nc2c(cc(cc2)[N+](=O)[O-])C#N)cc1C#N)C
57,1,C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)F,450,,,ethanol,4.41733333333333E-19,2.7570826084918,C1CCc2cc(cc3CCCN1c23)N=Nc1ccc(cc1)F
788,4,c1ccccc1N=Nc2sccc2,359,25416,4.40510720181909,acetonitrile,5.53704735376045E-19,3.45595313042148,c1ccccc1N=Nc1sccc1
281,5,c1(c(cccc1)F)N=Nc2c(cccc2)F,325,39591.6291983981,4.59760337336918,acetonitrile,6.11630769230769E-19,3.81749899637326,c1(c(cccc1)F)N=Nc1c(cccc1)F
344,3,c1c(cc(cc1)N=Nc2c(noc2C)C)N,315,,,acetonitrile,6.31047619047619E-19,3.93868944070257,c1c(cc(cc1)N=Nc1c(noc1C)C)N
630,5,c1cc(ccc1N=Nc2ccccc2)Nc3ccccc3,411,,,,4.83649635036496E-19,3.01870358593993,c1cc(ccc1N=Nc1ccccc1)Nc1ccccc1
731,2,c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(cc3)[N+]([O-])=O)C#N)C(OCC)=O,548,,,ethanol,3.62737226277372E-19,2.26402768945495,c1ccccc1-c1c(c(NCCBr)sc1N=Nc1c(cc(cc1)[N+](=O)[O-])C#N)C(OCC)=O
415,1,c1cc(ccc1C#N)N=Nc2cc3CCCN(CCC#N)c3cc2,450,,,ethanol,4.41733333333333E-19,2.7570826084918,c1cc(ccc1C#N)N=Nc1cc2CCCN(CCC#N)c2cc1
400,5,c1cc(ccc1)N=Nc2nn(cn2)C,310,1823684.21052632,6.260949637995,acetonitrile,6.41225806451613E-19,4.00221668974616,c1cc(ccc1)N=Nc1nn(cn1)C
781,4,c1ccccc1N=Nc2n(C)cnc2,362,561600,5.74942709912175,acetonitrile,5.49116022099448E-19,3.4273126348655,c1ccccc1N=Nc1n(C)cnc1
51,4,C1CCN(C1)c2c(cccc2)N=Nc3c(C)n(nc3C)C,322,29880,4.47538059314336,dimethyl sulfoxide,6.17329192546584E-19,3.85306575720904,C1CCN(C1)c1c(cccc1)N=Nc1c(C)n(nc1C)C
382,5,c1cc(ccc1)N=Nc2ccc(cc2)N(CCC#N)C,396,,,,5.01969696969697E-19,3.13304841874068,c1cc(ccc1)N=Nc1ccc(cc1)N(CCC#N)C
534,2,c1cc(ccc1N=Nc2ccccc2)N(C)C,408,,,ethanol,4.87205882352941E-19,3.04089993583655,c1cc(ccc1)N=Nc1ccc(cc1)N(C)C
98,5,CCN(CC)c1ccc(cc1)N=Nc2c(cc([N+]([O-])=O)cc2Br)[N+]([O-])=O,540,,,,3.68111111111111E-19,2.29756884040983,CCN(CC)c1ccc(cc1)N=Nc1c(cc([N+]([O-])=O)cc1Br)[N+]([O-])=O
529,5,c1cc(ccc1N=Nc2c(CCO)cccc2)NCCC#N,399,,,,4.98195488721805E-19,3.10949166371256,c1cc(ccc1N=Nc1c(CCO)cccc1)NCCC#N
684,5,c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)N(CCC#N)C,448,,,,4.43705357142857E-19,2.769391012994,c1cc(ccc1[N+](=O)[O-])N=Nc1ccc(cc1)N(CCC#N)C
759,1,c1ccccc1N=Nc2ccc(N(C)C)cc2C,460,,,ethanol,4.32130434782609E-19,2.69714603004633,c1ccccc1N=Nc1ccc(N(C)C)cc1C
594,5,c1cc(ccc1N=Nc2ccc(cc2)Cl)Cl,331,,,,6.00543806646526E-19,3.7482996187955,c1cc(ccc1N=Nc1ccc(cc1)Cl)Cl
426,2,c1cc(ccc1C(=O)C)N=Nc2ccc(cc2)N(CCO)CCO,448,,,ethanol,4.43705357142857E-19,2.769391012994,c1cc(ccc1C(=O)C)N=Nc1ccc(cc1)N(CCO)CCO
138,2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(cc1)N=Nc2ccc(cc2)N(CC)CC,444,,,ethanol,4.47702702702703E-19,2.79434048157953,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(cc1)N=Nc1ccc(cc1)N(CC)CC
200,5,N(=Nc1cc(C)ccc1C)c2cc(C)ccc2C,336,,,,5.91607142857143E-19,3.69252135065866,N(=Nc1cc(C)ccc1C)c1cc(C)ccc1C
714,2,c1ccc2c(c(N=Nc3c4ccccc4ccc3O)ccc2)n1,502,,,ethanol,3.9597609561753E-19,2.47148839406636,c1ccc2c(c(N=Nc3c4ccccc4ccc3O)ccc2)n1
619,1,c1cc(ccc1N=Nc2ccc(cc2C)N(C)C)N,409,,,ethanol,4.8601466992665E-19,3.03346497266824,c1cc(ccc1N=Nc1ccc(cc1C)N(C)C)N
606,1,c1cc(ccc1N=Nc2ccc(cc2)N(CCCl)CCCl)Cl,405,,,ethanol,4.90814814814815E-19,3.06342512054645,c1cc(ccc1N=Nc1ccc(cc1)N(CCCl)CCCl)Cl
4,5,C(C)N(CC)c1c(OC)cc(N=Nc2ccc([N+]([O-])=O)cc2C#N)cc1,555,,,,3.58162162162162E-19,2.23547238526362,C(C)N(CC)c1c(OC)cc(N=Nc2ccc([N+]([O-])=O)cc2C#N)cc1
166,2,FC(F)(F)c1ccc(cc1)N=Nc2ccc(cc2)N(C)C,427,,,ethanol,4.65526932084309E-19,2.90559057101009,FC(F)(F)c1ccc(cc1)N=Nc1ccc(cc1)N(C)C
59,1,C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)OC,452,,,ethanol,4.39778761061947E-19,2.74488312792325,C1CCc2cc(cc3CCCN1c23)N=Nc1ccc(cc1)OC
120,5,Cc1c(Cl)cccc1N=Nc2cccc(c2C)Cl,329,,,,6.0419452887538E-19,3.77108563471523,Cc1c(Cl)cccc1N=Nc1cccc(c1C)Cl
303,2,c1(cccc([N+]([O-])=O)c1)Cc2cnc(N=Nc3c4ccccc4ccc3O)s2,491,,,ethanol,4.04847250509165E-19,2.52685778782344,c1(cccc([N+]([O-])=O)c1)Cc1cnc(N=Nc2c3ccccc3ccc2O)s1
404,2,c1cc(ccc1-n2nc(c(N=Nc3c(O)n(nc3C)-c4ccc(c(Cl)c4Cl)S(=O)(=O)O)c2O)C)S(=O)(=O)O,440,,,ethanol,4.51772727272727E-19,2.81974357686662,c1cc(ccc1N1C(C(C(C)=N1)N=NC1C(=O)N(N=C1C)c1c(c(Cl)c(S(=O)(=O)O)cc1)Cl)=O)S(=O)(=O)O
375,4,c1cc(ccc1)N=Nc2cc(n(C)c2C)C,363,319680,5.50471546654589,acetonitrile,5.47603305785124E-19,3.41787100226256,c1cc(ccc1)N=Nc1cc(n(C)c1C)C
314,5,c12ccccc1c(N=Nc3nnc(s3)CC)c(C)n2C,432,,,,4.60138888888889E-19,2.87196105051229,c12ccccc1c(N=Nc1nnc(s1)CC)c(C)n2C
100,1,CCN(CC)c1ccc(cc1)N=Nc2ccc(C#N)cc2C#N,514,,,ethanol,3.86731517509728E-19,2.41378827591695,CCN(CC)c1ccc(cc1)N=Nc1ccc(C#N)cc1C#N
106,2,CN(C)CCCNc1c(C(OCC)=O)nc(s1)N=Nc2nc(C(=O)OCC)cs2,536,,,ethanol,3.70858208955224E-19,2.3147148765323,CN(C)CCCNc1c(C(OCC)=O)nc(s1)N=Nc1nc(C(=O)OCC)cs1
497,2,c1cc(ccc1N(CC)CC)N=Nc2ccc(cc2)C(C)=O,462,,,ethanol,4.3025974025974E-19,2.6854700732063,C(C)N(CC)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)C
211,2,O=C1c2c3c(c(N=Nc4c5c(cc(c4O)O)cccc5)cc2)cccc3C(=O)N1CCCCCCCCCC,510,,,ethanol,3.89764705882353E-19,2.43271994866924,O=C1c2c3c(c(N=Nc4c5c(cc(c4O)O)cccc5)cc2)cccc3C(=O)N1CCCCCCCCCC
562,5,c1cc(ccc1N=Nc2cc(C)ccc2O)NC(C)=O,357,,,,5.56806722689076E-19,3.47531421238462,c1cc(ccc1N=Nc1cc(C)ccc1O)NC(C)=O
161,1,FC(F)(F)c1cc(ccc1)N=Nc2c(C)cc(cc2)N(CCC#N)CCO,418,,,ethanol,4.7555023923445E-19,2.96815113354381,FC(F)(F)c1cc(ccc1)N=Nc1c(C)cc(cc1)N(CCC#N)CCO
47,5,C1CCCN1c2ccc(N=Nc3ccc(N4CCCC4)c(C)c3)cc2C,406,,,,4.89605911330049E-19,3.05587973847613,C1CCCN1c1ccc(N=Nc2ccc(N3CCCC3)c(C)c2)cc1C
616,5,c1cc(ccc1N=Nc2ccc(cc2)[N+](=O)[O-])NC,464,,,,4.28405172413793E-19,2.67389477116662,c1cc(ccc1N=Nc1ccc(cc1)[N+](=O)[O-])NC
295,1,c1(cc(ccc1N=Nc2cc(C)ccc2)NCCC#N)C,400,,,ethanol,4.9695E-19,3.10171793455328,c1(cc(ccc1N=Nc1cc(C)ccc1)NCCC#N)C
134,4,Clc1cc(cc(Cl)c1N=Nc2c(Cl)cccc2Cl)N(C)C,400,60480,4.78161178249315,dimethyl sulfoxide,4.9695E-19,3.10171793455328,Clc1cc(cc(Cl)c1N=Nc1c(Cl)cccc1Cl)N(C)C
345,5,c1c(ccc(C)c1C)N=Nc2cc(c(C)cc2)C,333,,,,5.96936936936937E-19,3.7257873087727,c1c(ccc(C)c1C)N=Nc1cc(c(C)cc1)C
340,2,c1c([N+]([O-])=O)cc(OC)c(c1)N=NC=2C(=C(C(=O)N(CC)C=2O)C#N)C,452,,,ethanol,4.39778761061947E-19,2.74488312792325,c1c([N+]([O-])=O)cc(OC)c(N=NC2C(C)=C(C(=O)N(CC)C2=O)C#N)c1
363,2,c1cc(ccc1)-c2c(sc(N3CC3)c2C(=O)OCC)N=Nc4c([N+](=O)[O-])cc(cc4Br)[N+]([O-])=O,586,,,ethanol,3.39215017064846E-19,2.1172136072036,c1cc(ccc1)-c1c(sc(N2CC2)c1C(=O)OCC)N=Nc1c([N+](=O)[O-])cc(cc1Br)[N+]([O-])=O
172,1,FC(F)(F)c1ccc(cc1)N=Nc2cc3c4N(CCc4c2)CCC3,461,,,ethanol,4.3119305856833E-19,2.69129538789872,FC(F)(F)c1ccc(cc1)N=Nc1cc2c3N(CCc3c1)CCC2
214,2,O=S(=O)(C)OCCNc1c(C#N)cc(N=Nc2c(cc(cc2Cl)[N+](=O)[O-]))s1,606,,,ethanol,3.28019801980198E-19,2.04733857066223,O=S(=O)(C)OCCNc1c(C#N)cc(N=Nc2ccc([N+]([O-])=O)cc2Cl)s1
300,5,c1(ccc(c(c1)OC)N=Nc2c(cc(cc2)NC(=O)C)OC)NC(=O)C,338,6838.54809631482,3.83496390571267,dimethyl sulfoxide,5.8810650887574E-19,3.67067211189737,c1(ccc(c(c1)OC)N=Nc1c(cc(cc1)NC(=O)C)OC)NC(=O)C
665,1,c1cc(ccc1O)N=Nc2ccc(cc2)NC(=O)C,368,,,ethanol,5.40163043478261E-19,3.37143253755791,c1cc(ccc1O)N=Nc1ccc(cc1)NC(=O)C
590,5,c1cc(ccc1N=Nc2ccc(cc2)C(=O)OC)N(C)C,442,,,,4.4972850678733E-19,2.80698455615681,c1cc(ccc1N=Nc1ccc(cc1)C(=O)OC)N(C)C
509,5,c1cc(ccc1N2CCOCC2)N=Nc3ccc(cc3)N(CC)CC,417,,,,4.76690647482014E-19,2.97526900196957,c1cc(ccc1N1CCOCC1)N=Nc1ccc(cc1)N(CC)CC
262,3,c1(c(N=Nc2cc(F)ccc2F)c(C)on1)C,328,,,acetonitrile,6.06036585365854E-19,3.78258284701619,c1(c(N=Nc2cc(F)ccc2F)c(C)on1)C
201,2,N(=Nc1scnn1)c2c3ccccc3ccc2O,477,,,ethanol,4.16729559748428E-19,2.60102132876585,N(=Nc1scnn1)c1c2ccccc2ccc1O
204,5,N(c1ccccc1OC)=Nc2c(C)[nH]nc2C,350,666.346153846154,2.82369989531303,acetonitrile,5.67942857142857E-19,3.54482049663232,N(c1ccccc1OC)=Nc1c(C)[nH]nc1C
625,1,c1cc(ccc1N=Nc2cccc(Br)c2)N(C)C,421,,,ethanol,4.72161520190024E-19,2.94700041287722,c1cc(ccc1N=Nc1cccc(Br)c1)N(C)C
490,5,c1cc(ccc1N(CC)CC)N=Nc2c(cc(cc2C#N)[N+]([O-])=O)C#N,592,,,,3.35777027027027E-19,2.09575536118465,c1cc(ccc1N(CC)CC)N=Nc1c(cc(cc1C#N)[N+]([O-])=O)C#N
571,1,c1cc(ccc1N=Nc2cc3c4N(CC3)CCCc4c2)C,422,,,ethanol,4.71042654028436E-19,2.94001699957657,c1cc(ccc1N=Nc1cc2c3N(CC2)CCCc3c1)C
683,2,c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)N(CC)CCOC(=O)CCOCCNc3ccccc3,473,,,ethanol,4.20253699788584E-19,2.62301728080615,c1cc(ccc1[N+](=O)[O-])N=Nc1ccc(cc1)N(CC)CCOC(=O)CCOCCNc1ccccc1
737,2,c1ccccc1-c2c(sc(c2)NCCBr)N=Nc3c(cc([N+]([O-])=O)cc3[N+](=O)[O-])Br,567,,,ethanol,3.50582010582011E-19,2.18816080039032,c1ccccc1-c1cc(sc1N=Nc1c(Br)cc(cc1[N+](=O)[O-])[N+]([O-])=O)NCCBr
260,2,c1(c(F)c(c(c(F)c1N=Nc2ccc(cc2)N(C)C)F)NCCN)F,425,,,ethanol,4.67717647058824E-19,2.91926393840308,c1(c(F)c(c(c(F)c1N=Nc1ccc(cc1)N(C)C)F)NCCN)F
234,5,[N+](c1c(cccc1)N=Nc2ccc(cc2C)N(CCO)CCC#N)(=O)[O-],429,,,,4.63356643356643E-19,2.89204469422217,[N+](c1c(cccc1)N=Nc1ccc(cc1C)N(CCO)CCC#N)(=O)[O-]
238,5,c1(C)cc(cc(C)c1)N=Nc2ccc(cc2)O,351,,,,5.66324786324786E-19,3.53472129293821,c1(C)cc(cc(C)c1)N=Nc1ccc(cc1)O
485,2,c1cc(ccc1N(CC)CC)N=Nc2ccccc2,416,,,ethanol,4.77836538461539E-19,2.98242109091661,C(C)N(CC)c1ccc(cc1)N=Nc1ccccc1
764,1,c1ccccc1N=Nc2ccc(c(C)c2)O,354,,,ethanol,5.61525423728814E-19,3.50476602774382,c1ccccc1N=Nc1ccc(c(C)c1)O
726,2,c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(Cl)cc(cc3)[N+](=O)[O-])C(OCC)=O,524,,,ethanol,3.79351145038168E-19,2.36772361416281,c1ccccc1-c1c(N=Nc2ccc(cc2Cl)[N+]([O-])=O)sc(NCCBr)c1C(OCC)=O
341,5,c1c([N+]([O-])=O)cc2c(nc(N=Nc3cc(ccc3)Cl)s2)c1,334,,,,5.95149700598802E-19,3.71463225695003,c1c([N+]([O-])=O)cc2c(nc(N=Nc3cc(ccc3)Cl)s2)c1
17,1,C(C)N(CC)c1ccc(cc1)N=Nc2ccc(cc2)C(=O)C,462,,,ethanol,4.3025974025974E-19,2.6854700732063,C(C)N(CC)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)C
531,2,c1cc(ccc1N=Nc2c(F)c(F)c3Sc4c(Nc3c2F)cccc4)N(C)C,477,,,ethanol,4.16729559748428E-19,2.60102132876585,c1cc(ccc1N=Nc1c(F)c(F)c2Sc3c(Nc2c1F)cccc3)N(C)C
93,2,CCN(CC)c1cc(c(N=Nc2cc(C(OC)=O)c(cc2C(OC)=O)[N+](=O)[O-])cc1)NC(C)=O,528,,,ethanol,3.76477272727273E-19,2.34978631405551,CCN(CC)c1ccc(c(c1)NC(=O)C)N=Nc1cc(c(cc1C(=O)OC)[N+](=O)[O-])C(=O)OC
145,5,FC(F)(F)c1c(cccc1)N=Nc2c([nH]nc2C)C,335,2.11280487804878,0.324859390900128,acetonitrile,5.93373134328358E-19,3.70354380245167,FC(F)(F)c1c(cccc1)N=Nc1c([nH]nc1C)C
745,5,c1ccccc1N=Nc2c(C(C)C)ccnc2,323,1137357.6866834,6.05589706708325,toluene,6.15417956656347E-19,3.84113676105669,c1ccccc1N=Nc1c(C(C)C)ccnc1
18,5,C(C)N(CC)c1ccc(cc1)N=Nc2ccc(cc2)N,412,,,,4.8247572815534E-19,3.01137663548862,C(C)N(CC)c1ccc(cc1)N=Nc1ccc(cc1)N
99,5,CCN(CC)c1ccc(cc1)N=Nc2c(cc(cc2Cl)[N+]([O-])=O)C#N,551,,,,3.60762250453721E-19,2.25170085992978,CCN(CC)c1ccc(cc1)N=Nc1c(cc(cc1Cl)[N+]([O-])=O)C#N
563,1,c1cc(ccc1N=Nc2cc(Cl)ccc2)N(CCCl)CCCl,406,,,ethanol,4.89605911330049E-19,3.05587973847613,c1cc(ccc1N=Nc1cc(Cl)ccc1)N(CCCl)CCCl
732,2,c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(cc3)[N+]([O-])=O))C(OCC)=O,502,,,ethanol,3.9597609561753E-19,2.47148839406636,c1cc(ccc1[N+]([O-])=O)N=Nc1sc(c(c1-c1ccccc1)C(OCC)=O)NCCBr
288,1,c1(cc(N(CCO)CCC#N)ccc1N=Nc2cccc(F)c2)C,415,,,ethanol,4.78987951807229E-19,2.98960764776219,c1(cc(N(CCO)CCC#N)ccc1N=Nc1cccc(F)c1)C
347,4,c1c(cccc1Cl)N=Nc2c(C)n[nH]c2C,336,3636,3.56062387454993,acetonitrile,5.91607142857143E-19,3.69252135065866,c1c(cccc1Cl)N=Nc1c(C)n[nH]c1C
169,3,FC(F)(F)c1ccc(cc1)N=Nc2c(noc2C)C,312,,,acetonitrile,6.37115384615385E-19,3.97656145455548,FC(F)(F)c1ccc(cc1)N=Nc1c(noc1C)C
755,4,c1ccccc1N=Nc2c(n[nH]c2C)C,330,31644,4.50029137584106,acetonitrile,6.02363636363636E-19,3.75965810248882,c1ccccc1N=Nc1c(n[nH]c1C)C
797,3,c1cnc(N=Nc2ccccc2NC)s1,508,,,acetonitrile,3.91299212598425E-19,2.44229758626242,c1cnc(N=Nc2ccccc2NC)s1
735,2,c1ccccc1-c2c(sc(N3CC3)c2)N=Nc4c(cc(cc4)[N+]([O-])=O)C#N,588,,,ethanol,3.38061224489796E-19,2.11001220037638,c1cc(ccc1)-c1c(sc(c1)N1CC1)N=Nc1ccc(cc1C#N)[N+](=O)[O-]
481,5,c1cc(ccc1N(C)C)N=Nc2ccccc2C(O)=O,410,,,,4.84829268292683E-19,3.02606627761295,c1cc(ccc1N(C)C)N=Nc1ccccc1C(O)=O
23,5,C(C)N(CC)c1ccc(cc1OC)N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-],540,,,,3.68111111111111E-19,2.29756884040983,C(C)N(CC)c1ccc(cc1OC)N=Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
373,1,c1cc(ccc1)N=Nc2c(OC)cc(OC)cc2,362,,,ethanol,5.49116022099448E-19,3.4273126348655,c1cc(ccc1)N=Nc1c(OC)cc(OC)cc1
456,1,c1cc(ccc1Cl)N=Nc2ccc(NCCC#N)cc2C,404,,,ethanol,4.92029702970297E-19,3.07100785599334,c1cc(ccc1Cl)N=Nc1ccc(NCCC#N)cc1C
530,1,c1cc(ccc1N=Nc2c(Cl)ccc(c2)Br)O,370,,,ethanol,5.37243243243243E-19,3.35320857789543,c1cc(ccc1N=Nc1c(Cl)ccc(c1)Br)O
796,4,c1cnc(N=Nc2ccccc2N)s1,482,45,1.65321251377534,acetonitrile,4.12406639004149E-19,2.57403977971226,c1cnc(N=Nc2ccccc2N)s1
598,5,c1cc(ccc1N=Nc2ccc(cc2)F)NCCC#N,398,,,,4.99447236180905E-19,3.11730445683746,c1cc(ccc1N=Nc1ccc(cc1)F)NCCC#N
